"file","questionId","teil","oldTopicTags","newTopicTags","oldType","newType","oldDifficulty","newDifficulty","topicSource"
"batches/merged/sprechen-reise-vorbereitung-03.json","de-b1-sp-t2-reise-vorbereitung-03-q1","2","[""Reisen""]","[""Reisen""]","praesentation","praesentation","5","5","keep_b1"
"batches/merged/sprechen-reise-vorbereitung-03.json","de-b1-sp-t3-reise-vorbereitung-03-q1","3","[""Reisen""]","[""Reisen""]","feedback_diskussion","feedback_diskussion","5","5","keep_b1"
"batches/merged/sprechen-reise-vorbereitung-04.json","de-b1-sp-t1-reise-vorbereitung-04-q1","1","[""Reisen""]","[""Reisen""]","planungsaufgabe","planungsaufgabe","5","5","keep_b1"
"batches/merged/sprechen-reise-vorbereitung-04.json","de-b1-sp-t2-reise-vorbereitung-04-q1","2","[""Reisen""]","[""Reisen""]","praesentation","praesentation","5","5","keep_b1"
"batches/merged/sprechen-reise-vorbereitung-04.json","de-b1-sp-t3-reise-vorbereitung-04-q1","3","[""Reisen""]","[""Reisen""]","feedback_diskussion","feedback_diskussion","5","5","keep_b1"
"batches/merged/sprechen-reise-vorbereitung-05.json","de-b1-sp-t1-reise-vorbereitung-05-q1","1","[""Reisen""]","[""Reisen""]","planungsaufgabe","planungsaufgabe","5","5","keep_b1"
"batches/merged/sprechen-reise-vorbereitung-05.json","de-b1-sp-t2-reise-vorbereitung-05-q1","2","[""Reisen""]","[""Reisen""]","praesentation","praesentation","5","5","keep_b1"
"batches/merged/sprechen-reise-vorbereitung-05.json","de-b1-sp-t3-reise-vorbereitung-05-q1","3","[""Reisen""]","[""Reisen""]","feedback_diskussion","feedback_diskussion","5","5","keep_b1"
"batches/merged/sprechen-sport-praesentation-01.json","de-b1-sp-t1-sport-praesentation-01-q1","1","[""Sport""]","[""Sport""]","planungsaufgabe","planungsaufgabe","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-01.json","de-b1-sp-t2-sport-praesentation-01-q1","2","[""Sport""]","[""Sport""]","praesentation","praesentation","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-01.json","de-b1-sp-t3-sport-praesentation-01-q1","3","[""Sport""]","[""Sport""]","feedback_diskussion","feedback_diskussion","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-02.json","de-a2-sp-t1-sport-praesentation-02-q1","1","[""Sport""]","[""Sport""]","planungsaufgabe","planungsaufgabe","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-02.json","de-a2-sp-t2-sport-praesentation-02-q1","2","[""Sport""]","[""Sport""]","praesentation","praesentation","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-02.json","de-a2-sp-t3-sport-praesentation-02-q1","3","[""Sport""]","[""Sport""]","feedback_diskussion","feedback_diskussion","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-03.json","de-b1-sp-t1-sport-praesentation-03-q1","1","[""Sport""]","[""Sport""]","planungsaufgabe","planungsaufgabe","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-03.json","de-b1-sp-t2-sport-praesentation-03-q1","2","[""Sport""]","[""Sport""]","praesentation","praesentation","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-03.json","de-b1-sp-t3-sport-praesentation-03-q1","3","[""Sport""]","[""Sport""]","feedback_diskussion","feedback_diskussion","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-04.json","de-b1-sp-t1-sport-praesentation-04-q1","1","[""Sport""]","[""Sport""]","planungsaufgabe","planungsaufgabe","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-04.json","de-b1-sp-t2-sport-praesentation-04-q1","2","[""Sport""]","[""Sport""]","praesentation","praesentation","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-04.json","de-b1-sp-t3-sport-praesentation-04-q1","3","[""Sport""]","[""Sport""]","feedback_diskussion","feedback_diskussion","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-05.json","de-b1-sp-t1-sport-praesentation-05-q1","1","[""Sport""]","[""Sport""]","planungsaufgabe","planungsaufgabe","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-05.json","de-b1-sp-t2-sport-praesentation-05-q1","2","[""Sport""]","[""Sport""]","praesentation","praesentation","5","5","en_map"
"batches/merged/sprechen-sport-praesentation-05.json","de-b1-sp-t3-sport-praesentation-05-q1","3","[""Sport""]","[""Sport""]","feedback_diskussion","feedback_diskussion","5","5","en_map"
"batches/merged/sprechen-stadtfest-planung-01.json","de-b1-sp-t1-stadtfest-planung-01-q1","1","[""Kultur""]","[""Kultur""]","planungsaufgabe","planungsaufgabe","5","5","keep_b1"
"batches/merged/sprechen-stadtfest-planung-01.json","de-b1-sp-t2-stadtfest-planung-01-q1","2","[""Kultur""]","[""Kultur""]","praesentation","praesentation","5","5","keep_b1"
"batches/merged/sprechen-stadtfest-planung-01.json","de-b1-sp-t3-stadtfest-planung-01-q1","3","[""Kultur""]","[""Kultur""]","feedback_diskussion","feedback_diskussion","5","5","keep_b1"
"batches/rejected/sprechen-ehrenamt-thema-01.json","de-b1-sp-t1-ehrenamt-thema-01-q1","1","[""Stadtleben""]","[""Stadtleben""]","planungsaufgabe","planungsaufgabe","5","5","keep_b1"
"batches/rejected/sprechen-ehrenamt-thema-01.json","de-b1-sp-t2-ehrenamt-thema-01-q1","2","[""Stadtleben""]","[""Stadtleben""]","praesentation","praesentation","5","5","keep_b1"
"batches/rejected/sprechen-ehrenamt-thema-01.json","de-b1-sp-t3-ehrenamt-thema-01-q1","3","[""Stadtleben""]","[""Stadtleben""]","feedback_diskussion","feedback_diskussion","5","5","keep_b1"
"batches/rejected/sprechen-reise-vorbereitung-05.json","de-b1-sp-t1-reise-vorbereitung-05-q1","1","[""Reisen""]","[""Reisen""]","planungsaufgabe","planungsaufgabe","5","5","keep_b1"
"batches/rejected/sprechen-reise-vorbereitung-05.json","de-b1-sp-t2-reise-vorbereitung-05-q1","2","[""Reisen""]","[""Reisen""]","praesentation","praesentation","5","5","keep_b1"
"batches/rejected/sprechen-reise-vorbereitung-05.json","de-b1-sp-t3-reise-vorbereitung-05-q1","3","[""Reisen""]","[""Reisen""]","feedback_diskussion","feedback_diskussion","5","5","keep_b1"
